UnitNum,time,ope1,ope2,ope3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21
42,20,34.9995,0.84,60.0,449.44,555.64,1370.14,1126.1,5.48,8.0,194.8,2222.96,8347.58,1.02,41.62,183.1,2388.12,8070.1,9.2701,0.02,331,2223,100.0,14.88,8.9173
42,21,42.0045,0.8418,40.0,445.0,549.33,1351.02,1119.18,3.91,5.71,138.59,2212.0,8325.79,1.02,41.92,130.51,2388.05,8084.31,9.3024,0.02,330,2212,100.0,10.54,6.4082
42,22,42.0003,0.84,40.0,445.0,548.99,1350.7,1116.3,3.91,5.71,139.09,2211.96,8322.89,1.02,41.81,130.82,2388.08,8092.68,9.3134,0.02,328,2212,100.0,10.6,6.3569
42,23,42.0048,0.8406,40.0,445.0,550.24,1347.03,1123.61,3.91,5.71,138.71,2211.99,8325.04,1.02,41.85,130.4,2387.97,8082.84,9.3379,0.02,329,2212,100.0,10.64,6.4489
42,24,20.0061,0.7007,0.0,491.19,607.68,1481.23,1247.99,9.35,13.65,334.93,2323.9,8723.66,1.08,44.38,315.32,2388.11,8061.68,9.2113,0.02,364,2324,100.0,24.53,14.6929
42,25,25.0012,0.6201,80.0,462.54,537.17,1254.96,1041.97,7.05,9.03,175.1,1915.38,8014.88,0.94,36.59,165.14,2028.26,7879.77,10.859,0.02,307,1915,84.93,14.44,8.5432
42,26,25.0031,0.62,80.0,462.54,536.91,1256.96,1039.75,7.05,9.03,176.31,1915.37,8008.35,0.94,36.46,164.75,2028.33,7878.28,10.8382,0.02,304,1915,84.93,14.33,8.6471
42,27,42.0026,0.84,40.0,445.0,548.73,1352.2,1134.04,3.91,5.71,138.85,2211.98,8326.81,1.02,42.1,130.15,2388.13,8088.56,9.3743,0.02,329,2212,100.0,10.72,6.3825
42,28,20.0009,0.7,0.0,491.19,607.51,1482.5,1243.59,9.35,13.65,335.56,2323.97,8722.9,1.08,44.31,315.66,2388.06,8066.88,9.1981,0.02,364,2324,100.0,24.67,14.7654
42,29,41.9988,0.8416,40.0,445.0,549.36,1355.17,1121.23,3.91,5.72,139.16,2212.07,8324.75,1.02,42.03,130.65,2388.07,8095.9,9.3121,0.02,329,2212,100.0,10.71,6.3082
42,30,25.0064,0.62,80.0,462.54,536.54,1256.25,1037.1,7.05,9.03,176.32,1915.42,8011.24,0.94,36.48,164.73,2028.3,7873.25,10.8675,0.02,304,1915,84.93,14.31,8.5555
42,31,0.0014,0.0003,100.0,518.67,641.9,1588.71,1393.37,14.62,21.61,553.47,2388.05,9059.26,1.3,47.39,522.12,2388.01,8141.25,8.3976,0.03,392,2388,100.0,39.02,23.3427
42,32,10.0044,0.25,20.0,489.05,604.38,1492.26,1304.64,10.52,15.49,394.46,2318.82,8783.39,1.26,45.08,372.29,2388.02,8135.06,8.6316,0.03,369,2319,100.0,28.47,17.1479
42,33,10.0035,0.2512,20.0,489.05,604.58,1493.6,1304.43,10.52,15.49,395.47,2318.83,8782.83,1.26,45.22,371.75,2388.04,8139.29,8.6336,0.03,370,2319,100.0,28.62,17.245
42,34,25.0063,0.6218,80.0,462.54,536.88,1262.74,1039.55,7.05,9.03,175.73,1915.38,8017.22,0.94,36.65,164.62,2028.28,7876.79,10.8679,0.02,307,1915,84.93,14.21,8.4666
42,35,20.0076,0.701,0.0,491.19,607.28,1481.21,1237.36,9.35,13.66,335.75,2323.96,8726.04,1.08,44.27,314.54,2388.03,8060.79,9.2052,0.02,363,2324,100.0,24.6,14.7713
42,36,41.9988,0.84,40.0,445.0,549.46,1354.57,1123.72,3.91,5.72,138.75,2212.03,8315.75,1.02,41.9,131.2,2388.11,8086.5,9.3149,0.02,328,2212,100.0,10.62,6.3582
42,37,0.0006,0.0,100.0,518.67,642.29,1584.55,1391.97,14.62,21.61,554.62,2388.05,9056.98,1.3,47.31,522.1,2388.06,8140.6,8.4297,0.03,393,2388,100.0,38.95,23.4279
42,38,42.008,0.84,40.0,445.0,549.21,1347.25,1126.07,3.91,5.71,138.78,2212.04,8323.93,1.02,41.93,130.83,2388.17,8088.33,9.3742,0.02,331,2212,100.0,10.61,6.4079
42,39,42.0079,0.8409,40.0,445.0,549.54,1353.75,1120.54,3.91,5.72,139.12,2212.03,8318.62,1.02,41.97,130.7,2388.05,8089.5,9.3592,0.02,329,2212,100.0,10.62,6.2992
42,40,25.0059,0.62,80.0,462.54,536.62,1260.91,1044.74,7.05,9.03,175.61,1915.4,8015.69,0.94,36.61,164.38,2028.29,7881.89,10.8626,0.02,307,1915,84.93,14.4,8.6559
42,41,25.005,0.62,80.0,462.54,536.58,1263.77,1034.07,7.05,9.02,175.57,1915.39,8019.77,0.94,36.63,164.57,2028.31,7870.3,10.8895,0.02,306,1915,84.93,14.34,8.5412
42,42,34.9986,0.84,60.0,449.44,555.29,1362.38,1129.96,5.48,8.0,194.54,2223.0,8348.49,1.02,41.85,183.28,2388.1,8067.26,9.3009,0.02,333,2223,100.0,14.85,8.7785
42,43,35.008,0.8416,60.0,449.44,555.37,1362.38,1120.95,5.48,8.0,194.23,2223.02,8356.56,1.02,41.79,183.47,2388.1,8072.48,9.309,0.02,333,2223,100.0,14.8,9.0935
42,44,41.9999,0.84,40.0,445.0,549.66,1348.12,1126.99,3.91,5.72,138.68,2211.98,8321.45,1.02,42.05,130.79,2388.01,8093.33,9.3454,0.02,330,2212,100.0,10.73,6.4059
42,45,0.0016,0.0,100.0,518.67,641.99,1587.4,1398.45,14.62,21.61,553.95,2388.01,9051.71,1.3,47.14,521.86,2388.07,8136.61,8.3809,0.03,391,2388,100.0,38.93,23.382
42,46,0.0025,0.0014,100.0,518.67,642.42,1585.15,1399.91,14.62,21.61,554.16,2387.99,9058.99,1.3,47.34,521.84,2387.99,8142.99,8.4057,0.03,391,2388,100.0,39.01,23.3284
42,47,25.0008,0.6219,80.0,462.54,536.69,1259.47,1045.3,7.05,9.02,175.84,1915.45,8013.23,0.94,36.49,164.7,2028.31,7879.24,10.9029,0.02,308,1915,84.93,14.21,8.7596
42,48,0.0027,0.0005,100.0,518.67,641.96,1585.75,1392.96,14.62,21.61,553.77,2388.01,9059.85,1.3,47.29,521.85,2388.0,8143.21,8.4317,0.03,390,2388,100.0,39.04,23.3991
42,49,20.0052,0.7,0.0,491.19,606.96,1479.89,1249.36,9.35,13.65,334.97,2324.0,8728.36,1.08,44.18,314.93,2388.02,8065.88,9.171,0.02,363,2324,100.0,24.54,14.7096
42,50,25.0007,0.621,80.0,462.54,536.52,1252.45,1041.69,7.05,9.03,175.72,1915.43,8011.66,0.94,36.71,164.77,2028.33,7875.39,10.8911,0.02,307,1915,84.93,14.28,8.6438
42,51,0.0007,0.0003,100.0,518.67,641.73,1594.02,1394.09,14.62,21.61,553.31,2388.05,9060.18,1.3,47.17,522.48,2387.99,8145.01,8.405,0.03,393,2388,100.0,38.92,23.4239
42,52,10.007,0.2514,20.0,489.05,604.79,1500.82,1307.33,10.52,15.49,394.78,2318.88,8784.53,1.26,45.15,372.21,2388.04,8134.39,8.6715,0.03,368,2319,100.0,28.65,17.2691
42,53,25.0009,0.6202,80.0,462.54,536.67,1256.5,1051.04,7.05,9.03,175.86,1915.36,8012.99,0.94,36.68,164.15,2028.21,7875.53,10.8613,0.02,305,1915,84.93,14.39,8.6034
42,54,20.0079,0.7006,0.0,491.19,607.49,1478.55,1247.67,9.35,13.65,334.91,2323.96,8733.14,1.08,44.18,315.17,2388.08,8066.73,9.194,0.02,363,2324,100.0,24.49,14.6983
42,55,42.0009,0.8406,40.0,445.0,548.72,1344.5,1116.55,3.91,5.71,138.99,2212.0,8332.96,1.02,41.94,130.42,2388.12,8087.71,9.3654,0.02,331,2212,100.0,10.71,6.4385
42,56,10.0017,0.2501,20.0,489.05,604.34,1500.51,1305.97,10.52,15.49,395.39,2318.86,8782.61,1.26,45.23,371.41,2388.1,8130.88,8.6254,0.03,369,2319,100.0,28.51,17.0876
42,57,25.0066,0.62,80.0,462.54,536.86,1260.28,1046.9,7.05,9.02,175.94,1915.39,8014.6,0.94,36.59,164.71,2028.32,7880.93,10.8631,0.02,306,1915,84.93,14.3,8.7308
42,58,19.9992,0.7008,0.0,491.19,607.53,1487.5,1246.68,9.35,13.65,335.27,2323.98,8729.49,1.08,44.13,316.03,2388.03,8068.55,9.1963,0.02,363,2324,100.0,24.62,14.7251
42,59,35.0079,0.8404,60.0,449.44,555.7,1360.35,1128.94,5.48,8.0,194.76,2222.95,8349.92,1.02,41.78,183.4,2388.09,8067.37,9.3016,0.02,334,2223,100.0,14.79,8.8853
42,60,10.0027,0.25,20.0,489.05,604.64,1497.77,1308.73,10.52,15.49,394.67,2318.82,8782.93,1.26,45.21,371.64,2388.04,8137.55,8.5952,0.03,369,2319,100.0,28.48,17.3291
42,61,9.9989,0.2505,20.0,489.05,604.91,1498.59,1307.15,10.52,15.49,394.97,2318.84,8788.49,1.26,45.25,372.13,2388.05,8140.76,8.6132,0.03,369,2319,100.0,28.63,17.207
42,62,35.0034,0.8409,60.0,449.44,555.63,1368.61,1131.59,5.48,8.0,194.81,2223.02,8356.0,1.02,41.72,183.41,2388.14,8076.47,9.3079,0.02,334,2223,100.0,14.67,8.9032
42,63,25.0001,0.6216,80.0,462.54,536.38,1254.74,1042.86,7.05,9.02,175.54,1915.42,8014.11,0.94,36.55,164.73,2028.34,7877.32,10.8816,0.02,307,1915,84.93,14.43,8.7061
42,64,42.0032,0.8406,40.0,445.0,549.41,1347.15,1125.54,3.91,5.72,139.52,2211.99,8320.26,1.02,41.91,130.92,2388.08,8088.46,9.3377,0.02,331,2212,100.0,10.51,6.3835
42,65,35.0051,0.84,60.0,449.44,555.21,1361.63,1123.61,5.48,8.0,194.48,2223.03,8349.43,1.02,41.83,183.89,2388.1,8071.58,9.2618,0.02,333,2223,100.0,14.86,8.9766
42,66,20.0061,0.7014,0.0,491.19,606.83,1471.46,1241.8,9.35,13.65,335.35,2323.97,8726.29,1.08,44.22,314.96,2388.05,8066.66,9.1999,0.02,363,2324,100.0,24.66,14.7336
42,67,9.9984,0.25,20.0,489.05,604.16,1497.53,1304.45,10.52,15.49,394.21,2318.86,8783.92,1.26,45.2,371.65,2388.09,8136.83,8.6401,0.03,370,2319,100.0,28.65,17.1129
42,68,9.9982,0.251,20.0,489.05,604.93,1502.83,1302.0,10.52,15.49,395.61,2318.84,8786.41,1.26,45.35,371.81,2388.06,8135.53,8.6542,0.03,368,2319,100.0,28.42,17.2001
42,69,0.001,0.0,100.0,518.67,641.52,1581.25,1394.28,14.62,21.61,554.38,2388.05,9057.79,1.3,47.32,522.29,2388.03,8142.08,8.4162,0.03,393,2388,100.0,38.95,23.3161
42,70,42.0057,0.841,40.0,445.0,549.64,1351.71,1123.28,3.91,5.72,139.07,2212.05,8324.99,1.02,41.9,130.27,2388.09,8096.7,9.3753,0.02,331,2212,100.0,10.67,6.4133
42,71,0.0011,0.0,100.0,518.67,642.59,1583.95,1396.08,14.62,21.61,553.92,2388.04,9056.76,1.3,47.26,521.72,2388.11,8141.35,8.388,0.03,392,2388,100.0,38.78,23.4582
42,72,42.0057,0.8409,40.0,445.0,549.01,1352.67,1121.59,3.91,5.71,138.83,2212.01,8322.03,1.02,42.08,130.73,2388.11,8090.12,9.3652,0.02,329,2212,100.0,10.48,6.3248
42,73,35.0027,0.8411,60.0,449.44,555.54,1360.64,1124.89,5.48,8.0,194.56,2223.04,8347.92,1.02,41.78,182.99,2388.12,8077.59,9.2802,0.02,334,2223,100.0,15.13,9.0082
42,74,19.9982,0.7003,0.0,491.19,607.51,1482.42,1247.59,9.35,13.65,335.31,2323.93,8720.38,1.08,44.26,314.86,2388.07,8062.28,9.196,0.02,364,2324,100.0,24.54,14.7277
42,75,35.0078,0.8407,60.0,449.44,555.46,1362.58,1125.94,5.48,8.0,194.97,2223.05,8357.06,1.02,41.82,183.15,2388.18,8074.41,9.3118,0.02,333,2223,100.0,14.91,8.892
42,76,10.0073,0.2501,20.0,489.05,604.59,1495.24,1304.48,10.52,15.49,394.83,2318.87,8777.51,1.26,45.18,371.78,2388.02,8134.39,8.6653,0.03,368,2319,100.0,28.56,17.2777
42,77,0.0012,0.0007,100.0,518.67,642.06,1591.88,1400.6,14.62,21.61,553.82,2388.07,9053.97,1.3,47.54,522.22,2388.04,8144.33,8.4092,0.03,393,2388,100.0,39.12,23.2835
42,78,42.0064,0.8412,40.0,445.0,549.6,1356.01,1124.44,3.91,5.72,138.17,2211.98,8324.34,1.02,41.91,130.51,2388.02,8088.21,9.3381,0.02,330,2212,100.0,10.61,6.3436
42,79,41.9981,0.8405,40.0,445.0,549.6,1347.91,1122.19,3.91,5.72,139.02,2212.01,8325.42,1.02,42.06,130.4,2388.11,8089.7,9.3392,0.02,327,2212,100.0,10.68,6.4197
42,80,10.0022,0.25,20.0,489.05,604.34,1502.48,1301.8,10.52,15.49,394.2,2318.89,8784.97,1.26,45.34,371.93,2388.05,8140.43,8.6432,0.03,368,2319,100.0,28.56,17.1627
42,81,0.0013,0.002,100.0,518.67,642.49,1583.94,1402.66,14.62,21.61,553.99,2388.03,9067.9,1.3,47.21,521.82,2388.07,8148.38,8.4162,0.03,392,2388,100.0,38.87,23.4219
42,82,9.9993,0.25,20.0,489.05,604.62,1495.57,1302.06,10.52,15.49,394.69,2318.9,8776.88,1.26,45.25,372.41,2388.04,8135.87,8.6513,0.03,369,2319,100.0,28.72,17.2697
42,83,42.0034,0.8412,40.0,445.0,549.27,1346.18,1123.49,3.91,5.72,139.36,2212.04,8321.0,1.02,41.83,131.04,2388.16,8092.41,9.296,0.02,330,2212,100.0,10.63,6.4188
42,84,42.0057,0.8417,40.0,445.0,549.33,1355.17,1123.22,3.91,5.72,139.06,2212.03,8327.26,1.02,41.97,130.65,2388.07,8089.67,9.3963,0.02,329,2212,100.0,10.54,6.3924
42,85,42.0066,0.84,40.0,445.0,549.11,1351.12,1121.8,3.91,5.71,138.39,2211.99,8323.96,1.02,41.97,130.4,2388.1,8086.14,9.3404,0.02,330,2212,100.0,10.77,6.3885
42,86,10.0056,0.2515,20.0,489.05,604.56,1489.27,1301.55,10.52,15.49,394.67,2318.9,8778.12,1.26,45.1,371.14,2388.08,8133.15,8.6539,0.03,369,2319,100.0,28.65,17.156
42,87,35.0024,0.84,60.0,449.44,555.28,1373.29,1126.32,5.48,8.0,193.58,2223.0,8345.77,1.02,41.96,183.6,2388.13,8073.14,9.3106,0.02,332,2223,100.0,14.66,8.9124
42,88,0.0016,0.0009,100.0,518.67,642.06,1581.95,1406.07,14.62,21.61,554.33,2388.02,9060.7,1.3,47.37,522.14,2388.09,8141.16,8.4153,0.03,392,2388,100.0,39.05,23.4689
42,89,35.0013,0.8411,60.0,449.44,555.67,1364.89,1122.85,5.48,8.0,195.27,2223.01,8350.96,1.02,41.8,183.29,2388.08,8067.11,9.2775,0.02,333,2223,100.0,14.88,8.9774
42,90,0.0014,0.0012,100.0,518.67,642.49,1585.96,1404.29,14.62,21.61,553.67,2388.06,9063.46,1.3,47.42,521.82,2388.05,8138.29,8.3899,0.03,392,2388,100.0,38.97,23.4301
42,91,24.9988,0.6213,80.0,462.54,536.6,1258.3,1050.66,7.05,9.03,175.62,1915.4,8008.09,0.94,36.54,164.85,2028.32,7879.61,10.8551,0.02,307,1915,84.93,14.23,8.5861
42,92,42.0064,0.8407,40.0,445.0,549.17,1341.17,1123.11,3.91,5.71,139.33,2212.01,8322.98,1.02,41.8,130.33,2388.09,8091.89,9.3516,0.02,332,2212,100.0,10.59,6.2573
42,93,0.0021,0.0,100.0,518.67,642.41,1580.45,1398.95,14.62,21.61,554.09,2388.06,9062.14,1.3,47.36,522.41,2388.02,8142.97,8.4218,0.03,392,2388,100.0,38.91,23.5237
42,94,10.0047,0.25,20.0,489.05,604.69,1499.82,1299.26,10.52,15.49,395.11,2318.87,8784.75,1.26,45.57,371.58,2388.08,8130.78,8.6427,0.03,369,2319,100.0,28.64,17.091
42,95,34.9997,0.84,60.0,449.44,555.72,1365.59,1125.58,5.48,8.0,193.29,2223.04,8358.82,1.02,41.97,183.13,2388.11,8073.85,9.2801,0.02,332,2223,100.0,14.98,8.9406
42,96,35.0028,0.8405,60.0,449.44,555.44,1360.01,1124.55,5.48,8.0,195.64,2223.06,8354.14,1.02,41.66,183.45,2388.22,8072.08,9.306,0.02,334,2223,100.0,14.75,8.8493
42,97,35.0069,0.84,60.0,449.44,556.13,1367.84,1124.47,5.48,8.0,194.36,2223.04,8351.76,1.02,41.96,182.86,2388.13,8073.55,9.3197,0.02,334,2223,100.0,14.82,8.8926
42,98,0.001,0.0,100.0,518.67,642.63,1591.62,1407.33,14.62,21.61,553.98,2388.06,9053.8,1.3,47.37,522.1,2388.03,8140.33,8.4045,0.03,393,2388,100.0,39.03,23.4365
42,99,42.0065,0.8416,40.0,445.0,549.77,1343.31,1116.88,3.91,5.72,139.1,2212.0,8326.13,1.02,42.06,130.86,2388.09,8087.05,9.3703,0.02,332,2212,100.0,10.61,6.2804
42,100,35.0012,0.841,60.0,449.44,555.82,1367.31,1122.76,5.48,8.0,194.63,2223.04,8364.56,1.02,41.83,183.05,2388.13,8074.98,9.3393,0.02,334,2223,100.0,15.0,8.9285
42,101,10.0001,0.25,20.0,489.05,604.64,1500.55,1304.4,10.52,15.49,395.07,2318.9,8790.38,1.26,45.22,372.19,2388.08,8141.0,8.6493,0.03,367,2319,100.0,28.62,17.1676
42,102,42.0044,0.84,40.0,445.0,549.52,1352.35,1127.73,3.91,5.71,139.07,2211.99,8331.36,1.02,42.14,131.3,2388.1,8086.58,9.3141,0.02,330,2212,100.0,10.74,6.3275
42,103,41.999,0.8417,40.0,445.0,549.43,1350.88,1121.46,3.91,5.72,138.44,2212.05,8328.15,1.02,41.77,130.5,2388.11,8086.72,9.3782,0.02,331,2212,100.0,10.62,6.2935
42,104,19.9984,0.7,0.0,491.19,607.35,1480.3,1248.28,9.35,13.65,335.01,2323.95,8726.56,1.08,44.03,315.36,2388.07,8067.04,9.2009,0.02,365,2324,100.0,24.49,14.7069
42,105,10.0079,0.2513,20.0,489.05,604.36,1500.26,1305.31,10.52,15.49,394.35,2318.88,8780.45,1.26,45.24,371.65,2388.07,8131.08,8.6336,0.03,369,2319,100.0,28.71,17.2266
42,106,19.9982,0.7003,0.0,491.19,607.14,1478.7,1252.75,9.35,13.66,334.31,2323.91,8724.94,1.08,44.29,314.97,2388.12,8066.82,9.1999,0.02,365,2324,100.0,24.5,14.6592
42,107,35.0039,0.84,60.0,449.44,555.24,1363.75,1125.49,5.48,8.0,194.74,2222.98,8353.26,1.02,41.95,183.02,2388.13,8071.04,9.3136,0.02,335,2223,100.0,14.74,9.0337
42,108,9.9993,0.25,20.0,489.05,604.16,1497.53,1302.0,10.52,15.49,395.01,2318.84,8785.73,1.26,45.15,372.09,2388.06,8140.96,8.6822,0.03,368,2319,100.0,28.68,17.2581
42,109,42.0014,0.8404,40.0,445.0,549.54,1349.51,1130.02,3.91,5.72,138.37,2211.98,8323.55,1.02,42.05,130.86,2388.11,8088.52,9.3389,0.02,331,2212,100.0,10.48,6.3065
42,110,25.0042,0.6215,80.0,462.54,536.96,1265.9,1044.54,7.05,9.03,175.28,1915.37,8015.1,0.94,36.61,164.61,2028.26,7875.84,10.89,0.02,307,1915,84.93,14.01,8.5978
42,111,42.0061,0.8413,40.0,445.0,549.11,1351.74,1118.51,3.91,5.71,139.62,2212.03,8334.54,1.02,42.09,130.69,2388.07,8093.04,9.3698,0.02,331,2212,100.0,10.56,6.3425
42,112,34.999,0.8409,60.0,449.44,555.15,1362.2,1121.04,5.48,8.0,194.28,2223.05,8367.16,1.02,41.83,183.29,2388.19,8076.46,9.2996,0.02,333,2223,100.0,14.81,8.8859
42,113,25.0012,0.6208,80.0,462.54,536.92,1258.09,1037.58,7.05,9.03,175.23,1915.44,8018.87,0.94,36.71,164.11,2028.33,7871.61,10.8642,0.02,308,1915,84.93,14.45,8.5862
42,114,9.9996,0.25,20.0,489.05,604.86,1500.69,1312.73,10.52,15.49,395.61,2318.95,8788.82,1.26,45.23,371.67,2388.13,8137.9,8.6733,0.03,369,2319,100.0,28.55,17.1257
42,115,35.005,0.84,60.0,449.44,556.03,1363.73,1120.14,5.48,8.0,195.55,2223.08,8351.88,1.02,41.83,183.08,2388.18,8074.6,9.3115,0.02,334,2223,100.0,14.81,8.8801
42,116,20.0025,0.7014,0.0,491.19,607.57,1483.5,1248.37,9.35,13.66,334.93,2323.97,8730.53,1.08,44.18,314.86,2388.18,8067.38,9.2141,0.02,365,2324,100.0,24.45,14.7528
42,117,0.0007,0.0,100.0,518.67,642.31,1586.76,1406.62,14.62,21.61,554.02,2388.01,9063.39,1.3,47.1,521.96,2388.06,8142.66,8.4106,0.03,392,2388,100.0,38.8,23.2385
42,118,0.0028,0.0,100.0,518.67,642.86,1585.99,1407.1,14.62,21.61,553.92,2388.04,9071.87,1.3,47.33,521.48,2388.05,8149.89,8.4637,0.03,393,2388,100.0,38.81,23.3166
42,119,35.0064,0.84,60.0,449.44,555.53,1366.99,1126.66,5.48,8.0,194.99,2223.07,8361.65,1.02,41.86,183.31,2388.19,8082.03,9.2681,0.02,331,2223,100.0,14.8,8.9447
149,1,0.0004,0.0,100.0,518.67,642.7,1588.1,1410.97,14.62,21.61,553.53,2388.07,9052.37,1.3,47.64,521.42,2388.09,8126.86,8.422,0.03,392,2388,100.0,38.85,23.2324
149,2,20.0067,0.7,0.0,491.19,607.45,1484.39,1243.78,9.35,13.65,335.06,2323.92,8719.94,1.07,44.41,314.95,2388.09,8055.34,9.2423,0.03,364,2324,100.0,24.36,14.7039
149,3,25.0036,0.6211,80.0,462.54,536.47,1254.32,1046.96,7.05,9.02,175.56,1915.27,8010.84,0.94,36.71,164.31,2028.14,7865.68,10.888,0.02,306,1915,84.93,14.23,8.6729
149,4,42.0006,0.84,40.0,445.0,549.93,1352.48,1128.89,3.91,5.71,138.98,2211.78,8310.07,1.02,42.13,130.25,2387.87,8073.19,9.4057,0.02,331,2212,100.0,10.58,6.3531
149,5,10.0012,0.25,20.0,489.05,605.0,1504.48,1311.73,10.52,15.49,394.09,2318.86,8773.97,1.26,45.45,371.69,2388.16,8124.69,8.637,0.03,368,2319,100.0,28.47,17.0888
149,6,10.0017,0.25,20.0,489.05,604.63,1498.05,1309.85,10.52,15.49,394.2,2318.95,8773.53,1.26,45.43,371.45,2388.18,8126.4,8.6565,0.03,370,2319,100.0,28.48,17.0853
149,7,41.9991,0.8415,40.0,445.0,549.62,1358.12,1123.33,3.91,5.71,138.81,2211.8,8315.68,1.02,42.0,130.42,2387.86,8082.8,9.3821,0.02,329,2212,100.0,10.67,6.4348
149,8,42.0075,0.8408,40.0,445.0,549.37,1350.35,1134.41,3.91,5.71,138.37,2211.74,8313.03,1.02,42.15,130.75,2387.8,8077.6,9.3965,0.02,331,2212,100.0,10.64,6.2173
149,9,35.0003,0.84,60.0,449.44,556.35,1361.79,1125.96,5.48,8.0,194.34,2222.84,8343.14,1.02,41.86,183.07,2387.92,8065.29,9.3381,0.02,334,2223,100.0,14.84,8.9127
149,10,0.0008,0.0014,100.0,518.67,643.07,1593.64,1413.34,14.62,21.61,553.67,2388.06,9057.73,1.3,47.67,521.65,2388.05,8136.48,8.4119,0.03,394,2388,100.0,39.1,23.4064
